geo,host,facility_counts,hosts_facility_counts,total_pop,white_only_pct,white_only_non_hispanic_pct,hispanic_pct,black_only_pct,asian_only_pct,vacant_housing_pct,renter_pct,median_income,bachelors_pct,high_school_pct,graduate_pct,less_than_9th_pct,female_bachelors_pct,female_graduate_pct,female_high_school_pct,female_less_than_9th_pct,male_bachelors_pct,male_graduate_pct,male_high_school_pct,male_less_than_9th_pct,female_median_income,male_median_income,people_of_color_pct
06073013608,Non-Host,0,0,4048,68.8,64.8,17.9,5,6.1,7,53.9,84926,36.9,88.2,12.5,5.7,39.2,13.8,93.8,5.2,34.3,11,82,6.4,41932,61500,35.2
06073013701,Non-Host,0,0,2588,68.2,63.1,23.3,2.4,4.4,3.2,26.4,120464,51.2,95.4,18.6,1.8,54.7,16.7,95.5,2.4,47.2,20.8,95.4,1.2,75000,77000,36.9
06073013702,Non-Host,0,0,5530,33.4,27,48.1,11.5,7.1,3.6,49.2,92566,23.5,87.8,8.4,6,24.3,8.5,84.5,6.9,22.8,8.2,90.4,5.3,39675,59943,73
06073013801,Non-Host,0,0,5178,48.7,41.8,37.8,8.2,6,2.5,38.9,82404,33.8,92,9.1,4.3,40.7,13.6,91.1,6.9,26.5,4.5,92.9,1.5,42236,53750,58.2
06073013802,Non-Host,0,0,3311,29.6,19.8,59.5,10.5,5.9,3.2,58.1,79583,14.8,84.6,2.8,7.6,18.7,1.6,85.7,5.6,10,4.3,83.2,10.1,39141,46571,80.2
06073013903,Non-Host,0,0,3927,32.1,25.3,47.6,7.4,13.2,0.8,31.5,128289,29.4,94,6,2.8,33.6,7.8,90.8,4.9,24.7,4,97.7,0.3,44706,63568,74.7
06073013905,Non-Host,0,0,4084,38.3,33.4,32.4,15.8,10.5,2.9,17.3,127019,36,92.5,16.9,4.2,36.9,13.5,89.5,5.9,35.1,20.3,95.5,2.5,45978,70532,66.6
06073013906,Non-Host,0,0,4965,33.7,26.7,48.3,13.8,6.2,2,42.8,70833,26,85.8,8.2,6.9,30.1,12,87.5,6.4,21.3,3.8,83.8,7.5,36791,44678,73.3
06073013907,Non-Host,0,0,4159,22.3,13.2,61.6,14.8,6.4,3.1,70.8,59621,13.1,73.2,1.6,10.5,11.2,2.4,72.7,10.4,15.2,0.7,73.7,10.6,32470,43710,86.8
06073013908,Non-Host,0,0,3972,22.7,14.9,62.9,9.4,8.9,2.5,52.1,87188,21.6,84.2,3.8,6,20.2,1.4,83.3,7.5,22.8,5.9,84.9,4.5,32038,64179,85.1
06073013909,Non-Host,0,0,4521,27.7,18.7,59.4,8.8,8.9,2.2,22.9,96767,19.3,86.2,3.7,4.6,17.2,5.4,87.6,2.6,21.4,2,84.9,6.6,42174,64063,81.3
06073014001,Non-Host,0,0,4941,38.1,30.9,45.8,9.7,8.3,2.6,39.1,78529,18,89.8,9.8,6.7,18.6,11.8,88.9,5.7,17.4,7.5,90.8,8,40350,54479,69.1
06073014002,Non-Host,0,0,4291,35.2,26.4,46.3,11.1,11,2.3,23.6,77500,18.6,81.7,5.8,11.3,23,4.8,77.7,16.1,14.1,6.8,85.9,6.4,37538,60446,73.6
06073014101,Non-Host,0,0,3867,38.7,30.3,51.3,5.4,7.4,2.9,29.9,98750,24.1,90.6,4.4,3.4,28.6,7.8,93.8,2,19.5,0.9,87.2,4.8,37102,61549,69.7
06073014102,Non-Host,0,0,3827,19.2,11.9,42.7,26.3,12.4,1.2,25.8,103617,22.9,88.3,9.3,6,26.2,11,87.5,7.2,19.1,7.4,89.2,4.6,51625,57377,88.1
06073014200,Non-Host,0,0,7130,36.4,28,44.4,10.7,11.1,4.7,28.2,104693,24.7,91,11.4,5.1,31.5,14.5,89.7,6,19,8.8,92,4.3,57102,75610,72
06073014300,Non-Host,0,0,3957,34.8,25.6,50.7,9.4,9.4,2.5,53.6,87547,20.9,84,6.7,6.8,21.8,6.6,88.1,7.6,19.9,6.9,78.7,5.6,41167,51303,74.4
06073014400,Non-Host,0,0,4270,28.2,19,47.2,24.7,4.7,5.1,88.3,46250,10.6,84.2,4.1,9.6,9.4,3.3,78.8,12.6,11.9,4.9,89.8,6.5,26258,52176,81
06073014500,Non-Host,0,0,4076,43.3,37,37,10.2,10.2,3.2,51,81058,29.4,93,10.8,2.5,28.7,11.2,95.2,1.3,30.3,10.5,90.4,3.9,40403,45099,63
06073014601,Non-Host,0,0,4779,50.2,43.3,33.3,9.5,6.2,5.9,67.7,71667,29.7,87.3,9.1,7,33.1,6.1,84.9,5.9,26.3,12,89.7,8,46031,47344,56.7
06073014602,Non-Host,0,0,4902,58.6,52.8,21.5,8.6,9.7,3.7,39.4,126628,48.1,96.7,22.8,1.4,48.3,25.7,96.1,2.6,48,19.6,97.4,0,65743,80615,47.2
06073014701,Non-Host,0,0,4045,59.7,53.2,26.7,5,6.7,3.6,45.7,97788,38.6,97.3,13.6,0,40.9,11.7,96,0,36.3,15.7,98.7,0,62237,73750,46.8
06073014702,Non-Host,0,0,4239,57.8,51.9,26.4,5,7.8,3.2,34.7,115790,47.6,86.5,13.4,8.2,38.9,11.1,81.1,12.3,57.4,16,92.7,3.7,51694,87969,48.1
06073014803,Non-Host,0,0,5048,62.9,56.7,23.2,6.4,6.2,4.9,73,72500,35.4,91.6,12.7,1.7,32.3,9.8,91.6,2.3,39.1,16.3,91.6,0.8,57841,76250,43.3
06073014804,Non-Host,0,0,4588,66.3,61.5,20.3,5.1,5.6,3.4,42.8,82625,46.4,96.8,20.3,3,47.7,24.5,95.4,4.2,44.5,14.1,98.9,1.1,54665,52807,38.5
06073014805,Non-Host,0,0,5104,61.7,55.2,23,7.6,7.9,4.2,61.9,94479,41.7,97.2,14.7,0.1,46.9,13.5,100,0,36.2,16,94.2,0.1,70564,65698,44.8
06073014806,Non-Host,0,0,2677,47.1,39.5,33.1,12.6,7.5,4.4,77.1,64075,21.4,89.3,4.2,6.1,19.2,6.3,95,3.8,23.4,2.3,84.1,8.3,41770,61031,60.5
06073014901,Non-Host,0,0,4742,61.1,55.4,24.1,7.7,4.6,3.2,62,82240,44.7,96.3,22.2,0.6,46.3,24.2,94.6,0,42.5,19.6,98.5,1.3,41313,53319,44.6
06073014902,Non-Host,0,0,3340,65.2,59.6,24.9,4.6,4,3.6,64.1,72500,34.7,97.3,13.7,0.9,38.7,13.6,95.5,1.1,30.2,13.8,99.4,0.6,42490,59180,40.4
06073015001,Non-Host,0,0,4294,63.3,56,25.9,3.5,7.1,4.4,47.5,79883,43.9,99,10,0.8,48.1,12.5,98.6,1,38.5,6.5,99.5,0.5,47636,67906,44
06073015002,Non-Host,0,0,2468,56.8,50.8,25.4,11.6,6.3,5.4,90.5,59313,32.5,90.2,13,1.9,38.3,19.3,86.5,3.7,26.4,6.2,94.2,0,54375,62817,49.2
06073015100,Non-Host,1,0,5011,66.1,61,21.8,4.9,5.1,4.4,42.1,99000,36.7,98.3,12.5,1.2,37.8,14.8,98.8,1.1,35.6,10.3,97.8,1.3,40300,71368,39
06073015200,Non-Host,0,0,3958,75.2,70.7,17.1,2.1,3.9,3.3,11.4,154196,52.7,94.9,22.8,1.7,57,23,92.2,2.5,48.4,22.5,97.6,0.9,73417,90938,29.299999999999997
06073015301,Non-Host,1,0,3411,57.5,54.5,29.5,4.8,6.3,2.6,55.8,61282,28.7,94.4,8.1,1.1,29.8,9.5,93.5,1.1,27.7,6.8,95.2,1.1,35185,39361,45.5
06073015302,Non-Host,0,0,4591,68.1,63.8,20.1,4.4,6,3.3,22.1,115575,39.5,91.9,16,4.5,41.5,21,89.4,8.1,37.5,11,94.4,1.1,37379,55043,36.2
06073015403,Non-Host,0,0,2545,81.3,77.5,11.9,1.9,2.9,4.1,11.5,156635,55.1,95.4,24.6,2.8,60.5,30.1,93.9,4.2,50.9,20.3,96.6,1.7,60208,76295,22.5
06073015405,Non-Host,0,0,5980,76,71.6,17.7,2.3,2.7,1.7,22.2,137048,43.5,89.8,15.3,6.7,43.2,15.6,88.3,7.6,43.7,14.9,91.5,5.6,55855,82845,28.400000000000006
06073015406,Non-Host,0,0,2520,82.5,79.9,11.9,1.3,2.3,1.9,7.6,153583,47.4,94.8,18.4,0.1,43.5,17.8,95.5,0,51.3,19.1,94,0.1,34896,73750,20.099999999999994
06073015407,Non-Host,1,0,4323,69.1,65.1,19.2,4.9,3.7,1.4,78.8,46267,22.3,77.6,4.7,17.2,24.6,8.1,75.9,19.2,19.9,1.1,79.2,15.1,25264,24468,34.900000000000006
06073015408,Non-Host,0,0,3817,73,68.5,18.7,4.5,3.5,2.1,38.9,99673,27.7,87.3,11.9,7.2,25.3,13.8,85.6,9.6,30.4,9.7,89.3,4.4,57747,79688,31.5
06073015501,Non-Host,0,0,5346,73.2,67.7,23.4,1.2,2,3.4,16.7,111364,28.8,87.7,9,6.8,33,11.1,87.8,5.8,24.1,6.7,87.7,8,45670,68750,32.3
06073015502,Non-Host,0,0,2950,71.8,67.4,19.1,1.4,1.7,3.5,12.2,127120,26.8,92.2,9.3,1.6,28.7,10,92.6,2.9,24.7,8.5,91.9,0,46397,80125,32.599999999999994
06073015601,Non-Host,1,0,6340,65.7,60.4,26.7,4.5,3.2,2.4,45.8,63974,18.2,90.1,4.9,6.1,18.6,5.9,87.5,8.2,17.8,3.9,92.4,4.2,46435,46103,39.6
06073015602,Non-Host,1,0,2472,76.2,72,17.4,1.3,3,3.3,9.7,152917,45.5,95.3,18.7,2.3,38.9,17,96,2.3,51.7,20.2,94.5,2.2,35000,80240,28
06073015701,Host,2,2,6503,45.9,41,35.9,10.8,6.1,2.4,84.9,42750,20.5,80.4,6.2,13.1,28.2,10.4,78.8,14.1,12.3,1.9,82,12,26537,22472,59
06073015704,Host,1,1,4559,57.3,51.2,32.6,6,4.8,2.8,59.8,47750,18,84.3,3.2,9.4,20,2.9,87.7,9,15.7,3.5,80.4,9.8,40991,24231,48.8
06073015705,Host,2,2,4515,60.7,55.3,27.4,8.2,4.7,7.2,90.1,60256,10.3,65.5,4.7,25.8,11.2,7.7,68,21.4,9.4,1.4,62.7,30.6,30049,32357,44.7
06073015706,Host,2,2,2473,52.1,48,34.6,6.7,4.9,2.9,77.7,33640,20.4,64.5,4.8,28.8,25.5,4.9,63.2,29,13.4,4.6,66.3,28.6,17209,34276,52
06073015801,Host,3,3,4010,47.5,41.8,33.4,11.6,6.2,2.3,92.7,52212,15.4,87.8,5.7,4.7,10.6,1.9,87.6,7.5,20.1,9.5,87.9,1.9,36884,39643,58.2
06073015802,Host,3,3,5027,58.1,53,31.5,6.2,3.7,3.3,81,62292,13,73.6,5.4,15.4,13.2,7.5,72.9,18.7,12.7,2.9,74.5,11.5,36847,48846,47
06073015901,Host,3,3,3671,32.9,26.6,50.9,10.6,5.9,2.3,91.1,45690,13.9,75.6,2.6,12.9,7.2,0,66.9,13.4,21.1,5.4,84.9,12.4,28851,35833,73.4
06073015902,Non-Host,1,0,5340,51.3,45.5,35.8,7.1,4.7,3,67.1,45921,14,79.5,4.9,16.4,11.9,4.5,79.4,16.6,17.3,5.5,79.6,16.1,28333,44160,54.5
06073016000,Non-Host,3,0,2628,58.4,52.2,32.3,6.5,3.3,4.3,43.7,100547,33,90.3,12.2,3.9,33,16.5,91.1,3.2,33,8,89.5,4.6,54293,53857,47.8
06073016100,Host,3,3,5991,64.1,59,23.9,4.9,5,4.3,37.9,108175,28.8,92,12.1,6.1,24.3,9.9,94.6,4.7,33,14,89.7,7.3,46375,65865,41
06073016201,Host,4,4,6079,73.4,69,17.6,1.9,4.8,2.1,19.5,142697,51.1,94.4,19.2,4.7,55.3,19.6,97.2,2,46.6,18.7,91.4,7.7,55560,105214,31
06073016202,Host,5,5,3793,46.2,41,32.5,13.6,5.8,5.2,87.5,68813,22.5,84.3,7.3,8.2,18.7,7.3,86.6,8,26.5,7.3,81.8,8.5,55308,43415,59
06073016301,Host,3,3,5533,50.7,44.9,34.1,8.8,5.5,3.6,68.7,64446,13.3,83.8,3.3,7.6,14.2,4.7,79.7,10.2,12.3,1.9,88.3,4.8,29423,39696,55.1
06073016302,Host,3,3,5750,51.1,45,34.4,9.4,5.4,3.2,67.8,56154,17.4,78.3,3.8,9.1,19.3,4.1,78.2,11.3,15.1,3.5,78.4,6.5,28389,47580,55
06073016401,Host,2,2,5311,66.6,60.2,26,3.6,4.7,2.9,28.5,110076,26.2,93.5,8.5,3.1,27.7,7,93.5,3.1,24.7,10.1,93.5,3,41734,60938,39.8
06073016403,Non-Host,1,0,4778,68,63.7,24.2,3.6,4.1,2.5,41.9,81083,37.1,90.7,13.9,1.7,35.6,15.2,92.1,0.4,39.2,12.1,88.6,3.4,46359,72375,36.3
06073016404,Host,2,2,3190,50.6,42.3,40.1,6.1,5.9,4.4,78.9,46737,7.2,89.1,0.6,1.5,7.1,0.4,83.8,0,7.2,0.9,94.8,3.1,18479,40620,57.7
06073016502,Host,5,5,7271,58.9,52.9,30.4,6.1,3.6,3.1,66.8,66701,23.9,84.2,7.9,4.3,24.7,11,89.1,4.4,23,4.4,78.5,4.2,36818,37320,47.1
06073016503,Host,5,5,3056,61.7,56.3,28,5.9,2.8,2.4,41.1,97955,20.3,89.2,2.6,5.2,26.1,3.4,93.1,5.5,13.6,1.7,84.7,5,39258,49789,43.7
06073016504,Host,3,3,7171,42.4,36,43.6,10.9,4.3,3.5,71.7,59129,18.1,83.5,4.6,10.7,21.2,5.4,82.5,12.6,14.3,3.7,84.7,8.3,33693,35000,64
06073016606,Non-Host,1,0,3576,70,64.4,19.4,1.1,6.7,2.5,26.9,126731,33.6,90.8,10,5.1,37.9,9.2,95.7,3.4,29.5,10.7,86.2,6.7,62833,71359,35.599999999999994
06073016607,Host,5,5,7111,71.5,65.9,19.6,1.9,5.6,2.1,26.2,141229,34.3,94.4,11.6,2.6,33.1,13.1,93.7,2.5,35.5,10.2,95.2,2.6,57798,81324,34.099999999999994
06073016608,Host,3,3,2475,79.4,72.8,15.4,0.7,3,1.1,15.4,133092,25.2,94.9,6.6,1.3,30.6,8.3,95.5,1.7,19.8,4.9,94.3,0.8,48859,59116,27.200000000000003
06073016609,Non-Host,2,0,5470,75.5,70.4,16.5,1,3.6,1.4,25.1,122873,25.5,95.2,8.2,1.6,27.1,9.5,94.4,2.2,23.8,6.9,96.1,1,58194,70023,29.599999999999994
06073016610,Host,2,2,4334,69.4,63.9,21.3,2.3,4.5,2,27.6,84407,30.4,96.4,7.3,1.9,32.1,7,98.1,1.9,28.3,7.7,94.2,1.8,40881,61695,36.1
06073016613,Non-Host,0,0,2006,70.5,64.9,20.2,1.4,5.3,1.9,22.2,116667,43.6,95.7,11.1,0,42.3,15.2,97.2,0,45.2,6.5,94,0,61378,71528,35.099999999999994
06073016614,Host,3,3,4115,70.3,64.9,20,1.4,5.7,2.1,25.8,116658,41.8,91.5,13.7,5.8,40.7,15.7,90.6,8.1,43.1,11.4,92.7,2.9,54258,73179,35.099999999999994
06073016615,Host,4,4,4278,60.6,53.2,28.4,5.5,6.9,5.1,50.5,131500,29.7,88.6,8.1,3.6,27.9,8.9,88.2,2.9,31.8,7.3,89.1,4.5,41358,72039,46.8
06073016616,Host,3,3,4452,66.3,60.6,22.6,3.5,5.3,2.6,39.3,75469,25.3,89.3,8.7,6.8,26.6,8.2,90.6,7.5,23.4,9.5,87.5,5.7,54891,68654,39.4
06073016617,Host,5,5,3550,62.8,56.7,26.8,2.7,6.4,5.1,48.1,46667,20.4,89.1,5.3,3.3,16.1,5.2,88,3.2,25.7,5.5,90.4,3.3,42880,49357,43.3
06073016618,Non-Host,0,0,3947,69.4,64.1,19,3.3,4.7,2.9,22.7,100000,41.9,93.2,14.5,1.9,44.6,14.6,94.7,2.3,38.9,14.4,91.6,1.4,53241,85545,35.900000000000006
06073016619,Non-Host,1,0,4576,65.3,59.9,20.2,2.8,8.4,2.4,29.9,83976,30.8,93.4,10.8,1.1,28,11.6,92,1.3,34.1,9.8,94.9,0.8,45429,59821,40.1
06073016620,Non-Host,0,0,2664,72.1,65,21.4,1.4,3.8,1.1,25.8,100000,27,91.3,9.4,3.7,26.6,5.6,87.6,8.3,27.3,12.5,94.2,0,53125,70316,35
06073016621,Non-Host,1,0,4386,69.4,65.9,15.5,0.8,9.7,2.6,12.2,140250,40,95.7,15.9,0.4,40.2,18.9,95.7,0.6,39.7,12.8,95.6,0.3,76217,83194,34.099999999999994
06073016703,Host,4,4,2750,67.4,59.1,27.8,1.9,4.3,2,46.7,107202,31.8,90.9,14.8,0.9,38.5,21.8,89.7,1.6,23.5,6,92.3,0,61528,76500,40.9
06073016704,Host,5,5,7174,68.8,62.8,21.8,2.8,5.4,4.7,35,116711,40.4,93.4,5.8,2.5,39.3,6.9,93.2,2.1,41.3,4.8,93.6,2.8,71728,69548,37.2
06073016705,Host,3,3,4629,64.6,57.6,27.6,4.2,2.8,3.8,71.6,63523,11.8,92.2,1.5,1,12,2.4,95,1,11.4,0.3,88.3,1.1,50498,81780,42.4
06073016706,Host,5,5,2966,73.4,68,20.6,1.1,2.6,2,32.6,82200,24.2,92.8,7.7,1.3,28.5,9.9,96.4,0,19.8,5.5,89.1,2.6,48750,59375,32
06073016804,Host,2,2,7727,61.2,54,31.1,4.2,2.6,3.7,62.9,85321,22.1,92.2,5.8,2.3,24.7,9.2,93.3,3.1,18.1,0.5,90.6,0.9,54844,51863,46
06073016806,Host,4,4,4462,61.5,56.3,32.8,2.2,2.6,2.9,44.4,83060,16.2,80.3,3.5,7.1,22,5.3,81.7,4.3,9.9,1.7,78.7,10.1,37972,53605,43.7
06073016807,Non-Host,4,0,7707,68.5,63,24.4,2.7,3,2.7,20.8,116955,28,92.5,6.8,2.5,25.7,7.1,93.2,3.9,30.1,6.6,91.8,1.2,41642,82958,37
06073016809,Non-Host,0,0,6056,66,59.8,26.5,2.7,4.1,4.3,17.6,82206,27.3,88.6,8.2,4.7,31.2,13.9,95.1,1.7,23.5,2.8,82.5,7.6,62426,53896,40.2
06073016810,Host,1,1,2733,75.8,70.2,18.7,0.8,2.7,2.6,13.7,145268,24.8,88.3,7.5,5.6,28.8,7.1,90.8,4.6,21.4,7.9,86.2,6.4,45685,77297,29.799999999999997
06073016811,Non-Host,1,0,4677,72.6,67.6,22.8,0.8,2.7,3.1,15,120107,34.2,92.1,10.4,1.8,35,12.7,92.6,2.6,33.3,8.1,91.6,1,49798,73352,32.400000000000006
06073016812,Non-Host,1,0,3463,79.2,75.3,17.7,0.8,1.4,4.8,14.2,79861,29.2,91.1,10.8,2.1,24.7,6.6,93.8,0.5,34.2,15.3,88,3.8,41750,60548,24.700000000000003
06073016813,Non-Host,1,0,3441,80.7,76.1,15.2,0.9,1.9,3.9,9.9,102813,28.9,92.7,9.4,3.1,30.6,6.9,89.3,4.5,27.2,11.9,96.2,1.7,53370,79650,23.900000000000006
06073016901,Non-Host,3,0,7217,74.1,69.6,17.8,4.6,1.9,2.5,25.4,119669,24.2,96.5,9.8,1.9,29.6,12.1,98.3,1.7,18.8,7.6,94.8,2.1,49583,79408,30.400000000000006
06073016902,Non-Host,1,0,2562,55.7,52.2,18.9,0.8,1.3,5.3,22.1,116250,19.6,85.8,6.8,7.1,19.4,5.9,92.5,2.8,19.9,7.8,79.3,11.3,36019,49455,47.8
06073017006,Non-Host,0,0,2924,77.5,74.2,9.8,0.6,8.7,2.1,10.9,170500,60.8,97,30.7,2.2,57.8,26.4,97.6,1.4,63.7,34.8,96.5,3,71420,143906,25.799999999999997
06073017009,Non-Host,5,0,4482,60.2,55.2,25.1,1.2,11.5,3.3,36.1,98403,41.3,92.7,18.4,6.5,42.7,14.4,89.8,8.4,39.8,22.5,95.5,4.5,46865,63700,44.8
06073017010,Non-Host,5,0,3110,62.7,59.2,17,1.6,13.3,1.3,15.1,201875,55.6,96.6,16.6,2.1,58.2,16.4,97.8,1,53.4,16.7,95.5,3.1,85781,115208,40.8
06073017014,Non-Host,0,0,2493,82.2,80.2,6.7,1.2,8.9,7.3,25.4,82549,59.6,94.2,29.1,4,57.6,28.1,94,2.7,62,30.2,94.4,5.6,NA,90574,19.799999999999997
06073017018,Non-Host,0,0,3727,42.7,39.2,18,2.9,31.9,5.8,47.9,99048,56.5,97.9,19.1,1.1,61.2,17.6,96.8,2,51.2,20.8,99.1,0,45938,72669,60.8
06073017020,Non-Host,0,0,3986,73.9,71.4,11.2,0.9,9.4,4.2,10.5,175114,65.2,96.3,30.7,2.9,55.8,25.5,94.4,5.6,75.8,36.6,98.3,0,96168,114130,28.599999999999994
06073017021,Non-Host,0,0,3182,77.5,75.2,8.7,1.1,8,3.3,7.1,201450,57.8,87.3,29.5,5.3,56.3,27.8,82.9,5.8,59.2,31.2,91.8,4.9,70724,178646,24.799999999999997
06073017022,Host,8,8,5665,62.6,59.7,12.2,2.9,16.1,1.9,26.8,129265,60.8,97.3,23.3,1.6,63.3,22.2,100,0,58.4,24.4,94.8,3.1,60924,77875,40.3
06073017031,Non-Host,0,0,4003,58.1,53.5,15.6,2.5,20.5,2.6,31.4,151125,63.3,98.9,25.7,1.1,62.4,26.3,99,1,64.3,25,98.7,1.3,71953,97875,46.5
06073017033,Non-Host,0,0,5608,45.2,43,10.3,1.8,36.3,1.3,18.6,170805,71.1,97.4,34,0.6,66.3,31.9,97.3,1.2,76.2,36.2,97.5,0.1,59042,124783,57
06073017034,Non-Host,0,0,4893,54.3,51.2,15.7,2.9,21.9,1.8,43.5,117382,50.6,97.1,22.8,1.4,59.6,23.6,95.1,2.3,41,21.9,99.2,0.4,61922,91250,48.8
06073017035,Non-Host,0,0,3319,45,42.4,15.1,6.4,28,1.7,72.6,129861,59.5,92.5,20.5,3.4,56,17,92.4,3,63.7,24.8,92.6,3.8,49219,81875,57.6
06073017036,Non-Host,0,0,3352,46,43.4,12.7,3.8,32.5,1.4,32.5,129979,63.8,98.3,33,1.7,59.1,25.8,97.4,2.6,68.3,39.8,99.2,0.8,65000,100426,56.6
06073017037,Non-Host,0,0,5876,47.8,45.5,11.8,2.2,33.5,1.9,34.9,125909,55.5,95,23.8,2.3,59.9,27.4,95.6,3,51.6,20.5,94.5,1.6,60877,70294,54.5
06073017039,Non-Host,0,0,6915,47.4,44.6,11.8,2.5,34.5,2.2,33.2,123836,61.2,97.7,22.5,0.6,60.2,26.9,96.6,1.3,62.2,18.1,98.9,0,74464,103167,55.4
06073017040,Non-Host,5,0,4277,57.7,54,18.8,1.4,17.9,2,14.6,150208,62.3,95.2,26.9,1.2,61,26.7,92.4,1.9,63.8,27.3,98.4,0.5,58482,100726,46
06073017041,Host,5,5,6111,59.4,55.4,20.8,1.9,14.4,2.8,30,141361,52.5,95.3,18.8,2.7,51,19.3,96.3,2.9,53.8,18.3,94.3,2.4,64000,92122,44.6
06073017043,Host,6,6,5891,40.2,38.2,11.1,2.9,40.7,2.5,34.4,192895,70.9,96.7,35.7,2,69.6,33.7,96,4,72.2,37.7,97.3,0,90107,120529,61.8
06073017044,Non-Host,6,0,5638,44.7,43.3,7.3,1.6,41.5,1,21,197917,75.9,99.8,38.9,0,72.5,32,100,0,79.5,46.1,99.5,0,73281,146667,56.7
06073017045,Host,5,5,2703,49.5,47.7,8.7,1.8,34.5,0.8,9.3,228250,81.3,99.4,39.9,0.6,79.4,35.1,98.9,1.1,83.2,44.5,100,0,100250,158250,52.3
06073017046,Host,6,6,3727,58.8,56.8,9.1,1.2,27.2,2.1,14.2,174526,72.7,98.5,42.1,0.5,70.1,44.2,97.5,0.8,75.3,40.1,99.6,0.1,74643,134219,43.2
06073017047,Host,6,6,3996,69.3,67.1,8.8,1.1,15.7,1.7,11.9,180729,74.5,98.2,31.7,1,71.6,29.6,98.4,0,77.3,33.7,98,2,68333,119167,32.900000000000006
06073017048,Host,5,5,6627,46.2,42.1,30.7,2.5,17.9,3.6,52.7,98036,42.1,89.5,16.6,6.8,35.7,8.7,91.2,5,48.4,24.2,87.9,8.5,39969,71044,57.9
06073017049,Host,5,5,3033,58.8,54.5,24.1,2,13,1.4,28.4,107917,40.8,93.5,13.2,2.9,41.7,10.4,92.3,4.1,39.9,15.9,94.7,1.6,50156,67000,45.5
06073017050,Non-Host,4,0,3011,53.3,49.8,21.7,1.5,20.9,2.1,37.6,108424,48.2,91.2,17.1,2,51.2,18,86.1,3.6,45,16.2,96.7,0.1,60293,71544,50.2
06073017051,Non-Host,0,0,4669,59.4,57.2,11,2.1,23.8,3.3,31.8,129468,63.1,99.8,24.4,0,56.3,18.7,99.7,0,69.8,30,100,0,64559,93892,42.8
06073017052,Non-Host,0,0,5137,50.6,48,13.3,2.2,30.6,5.3,44.3,126588,64.4,94.1,33.3,3.1,64.9,35,93.3,4.5,63.8,31.3,95,1.4,58487,121484,52
06073017053,Non-Host,0,0,3406,75.8,73.7,9.6,0.8,8.5,2.8,5.2,210104,66.5,97.1,31.5,0.6,60.4,22.2,94.8,1,72.6,40.6,99.3,0.1,84444,143190,26.299999999999997
06073017054,Non-Host,0,0,5654,70.6,67.9,11.5,1.3,12.7,5.1,19.4,159044,50.1,96.4,17.1,2.3,45.4,20.3,96.1,2.4,54.8,13.9,96.8,2.2,75478,91800,32.099999999999994
06073017055,Non-Host,0,0,5125,46.5,44.5,9.2,1.7,37.9,2.7,33.3,159434,77.7,99,43.4,1,76.5,43.2,98.2,1.8,79,43.5,100,0,98000,113500,55.5
06073017056,Non-Host,0,0,4426,52.5,48.4,13.7,3.6,26.2,2.4,62,111167,66.7,94.5,26.1,3.3,66.7,26.6,94,4.4,66.7,25.5,95,2.2,70290,82314,51.6
06073017057,Non-Host,0,0,3763,66.9,64.4,11.7,1.3,15.3,3.9,18.2,173750,70.4,98.7,32.8,0.3,64.1,30.3,100,0,77,35.5,97.4,0.6,100673,119135,35.599999999999994
06073017058,Non-Host,0,0,4048,55.1,51.5,13.4,3.8,23.6,3.3,38.1,139076,54.2,98,23.7,0.6,46.9,17.8,99,0,61.6,29.7,97,1.2,56967,107750,48.5
06073017059,Non-Host,0,0,3609,79.1,76.7,7.9,1,8.9,4.7,16.6,89516,53.7,99.7,31,0.3,51.1,29.1,100,0,56.7,33.2,99.3,0.7,56750,56460,23.299999999999997
06073017060,Non-Host,0,0,2728,75,73.4,7.2,1.3,12.4,3.5,11.5,121205,66.2,100,27.4,0,64,19.8,100,0,69.1,37.1,100,0,110337,62568,26.599999999999994
06073017061,Non-Host,0,0,3838,75.3,73.6,8.2,0.6,12.2,8.8,15.7,160126,82.3,99.4,32.9,0,80.2,22.5,100,0,85,46.8,98.5,0,87188,205714,26.400000000000006
06073017062,Non-Host,0,0,5489,66.2,63.8,9.9,1.3,19,6,7.7,246078,74,97.2,43.2,2.2,72.3,43.9,95.3,3.5,75.6,42.6,99,1,86128,149760,36.2
06073017063,Non-Host,0,0,4659,59.7,57.2,11.5,1.7,23.5,5.8,46.6,121015,55.3,92.4,27.2,5.7,52.8,31.6,89.8,7.2,58.1,22.5,95.2,4.1,62679,80326,42.8
06073017064,Non-Host,0,0,7844,29.3,28.1,7,1.4,57.6,0.8,19.5,208167,82.7,99,34.9,0.3,84.9,44.1,98.6,0.5,80.5,25.7,99.5,0,NA,132682,71.9
06073017065,Non-Host,0,0,9344,49,46.6,9,1.6,35,2.5,25,192317,77.2,98.4,31.7,1.2,76.4,27.2,99,0.4,78.2,37.4,97.6,2.4,105781,172500,53.4
06073017066,Non-Host,0,0,5989,59.1,56.5,9.7,1.8,24.3,6,20.6,197794,69.1,95.3,32.7,2.3,66.1,31.2,95.1,4.3,72.6,34.5,95.5,0,107579,122917,43.5
06073017067,Host,4,4,3213,50.5,48.3,9.6,1.7,34.3,0,15.8,223977,72.7,93.6,37.2,1.6,69.7,35.8,96.7,2.2,76.1,38.8,90.2,0.9,68375,161375,51.7
